,GP,GP FREQ IN DATASET,G CONSISTENCY,P CONSISTENCY,SCORE
34,TT~T,0.0013157472012990995,1.0,0.025055617352614017,30.566899707117237
35,TCH~CH,0.00015479378838812935,1.0,0.027676240208877285,30.56126449359695
36,PP~P,0.0005286353905330455,1.0,0.02432305314788685,30.51289283248439
37,TU~CH,0.00036069873331950897,0.9724409448818898,0.06449086161879895,30.481080515498647
38,WH~W,0.00020298430741462245,1.0,0.0209242811982538,30.428634839335807
39,OJ~OY,2.7746056409193e-05,1.0,0.01973001038421599,30.39598751050478
40,CK~K,0.0006732069476125249,1.0,0.014760029456024077,30.328860936501105
41,FF~F,0.00022342877003192257,1.0,0.014579759862778732,30.30276663575717
42,EE~IY,0.002479621251726827,0.9604072398190046,0.06475725563479653,30.231343369852407
43,DJ~JH,7.301593791892894e-05,1.0,0.010649627263045794,30.216643342156864
44,NN~N,0.0005666036782508886,1.0,0.008457581306129567,30.197481810035136
45,US~S,0.0002789208828503086,1.0,0.005361554008533573,30.121177124313185
46,DZ~JH,3.650796895946447e-05,1.0,0.005324813631522897,30.108321671078432
47,WR~R,0.00023219068258219404,1.0,0.004640438944664954,30.10441831302241
48,KN~N,0.00028184152036706575,1.0,0.004206992763100532,30.098231931280363
49,DD~D,0.0001591747446632651,1.0,0.004427834423365967,30.096515425700485
50,DT~T,0.00022342877003192257,1.0,0.004254727474972192,30.09626598800104
51,ZU~ZH,2.920637516757158e-06,1.0,0.00477326968973747,30.095611425670587
52,THE~DH,2.920637516757158e-06,1.0,0.0044742729306487695,30.089631490488813
53,BB~B,9.784135681136478e-05,1.0,0.004103883376209727,30.086969735364764
54,SU~SH,4.2349243992978786e-05,1.0,0.0038248483249802164,30.078614428699254
55,DU~JH,2.628573765081442e-05,1.0,0.0038338658146964857,30.077991603176468
56,TER~ER,0.00011244454439515058,1.0,0.0033777855764169154,30.073177938748096
57,ALL~L,0.00015771442590488651,1.0,0.002948322459119325,30.06685217047763
58,PF~F,4.81905190264931e-05,1.0,0.0031446540880503146,30.065302607712333
59,UOY~OY,4.380956275135737e-06,1.0,0.003115264797507788,30.062524343763915
60,HOU~AW,1.1682550067028631e-05,1.0,0.003094777562862669,30.062479678760607
61,ERER~ER,7.739689419406468e-05,1.0,0.002324969292858396,30.050369230566872
62,OUR~ER,6.425402536865748e-05,1.0,0.0019301631865239516,30.04181596499891
63,HOI~OY,2.920637516757158e-06,1.0,0.0020768431983385254,30.041682895842605
64,OUY~OY,2.920637516757158e-06,1.0,0.0020768431983385254,30.041682895842605
65,LM~M,5.8412750335143155e-05,1.0,0.001775883502042266,30.038438307557602
66,OUX~UW,1.606350634216437e-05,1.0,0.001824212271973466,30.037287420756577
67,SSI~SH,1.8984143858921527e-05,1.0,0.0017145871801635452,30.035240950796215
68,EJ~EY,2.628573765081442e-05,1.0,0.001671309192200557,30.03474047072655
69,GN~N,9.930167556974337e-05,1.0,0.0014822565175690993,30.03461021412987
70,UER~ER,5.111115654325026e-05,1.0,0.001535357080189507,30.033262699430953
71,AIG~EY,2.482541889243584e-05,1.0,0.0015784586815227484,30.032810444575077
72,EM~M,4.965083778487168e-05,1.0,0.001509500976735926,30.03267256142396
73,EYE~AY,2.0444462617300105e-05,1.0,0.0015602362643486014,30.032226948417836
74,DI~JH,1.0222231308650053e-05,1.0,0.001490947816826411,30.03033006790196
75,LF~F,2.1904781375678684e-05,1.0,0.001429388221841052,30.029683003505607
76,YR~ER,4.380956275135737e-05,1.0,0.0013160203544481488,30.02851088522653
77,UU~UW,1.0222231308650053e-05,1.0,0.0011608623548922056,30.023728358663277
78,LK~K,4.81905190264931e-05,1.0,0.0010565747766785132,30.023541021484895
79,OUGH~AW,4.380956275135737e-06,1.0,0.0011605415860735009,30.02342987953523
80,AUL~OW,2.1904781375678684e-05,1.0,0.0009946949602122016,30.02098913827303
81,STS~S,4.81905190264931e-05,1.0,0.0009263417920503032,30.02093636179233
82,OIE~OY,1.460318758378579e-06,1.0,0.0010384215991692627,30.020841447921303
83,EV~V,1.1682550067028631e-05,1.0,0.0009978795060496446,30.020541717624344
84,TTE~T,4.6730200268114526e-05,1.0,0.0008898776418242492,30.02013406284989
85,CTI~SH,1.0222231308650053e-05,1.0,0.0009232392508572936,30.018975896582578
86,EUR~ER,2.7746056409193e-05,1.0,0.0008334795578171609,30.018056893976805
87,LV~V,1.0222231308650053e-05,1.0,0.000873144567793439,30.017974002921303
88,DTH~TH,2.920637516757158e-06,1.0,0.0008892841262783459,30.017931714401403
89,UGH~F,1.314286882540721e-05,1.0,0.0008576329331046312,30.01780980210336
90,EN~N,4.965083778487168e-05,1.0,0.0007411282587845496,30.017305107064935
91,MM~M,2.628573765081442e-05,1.0,0.0007991475759190197,30.01729723840092
92,BT~T,3.942860647622163e-05,1.0,0.0007508342602892102,30.016988115529593
93,IEW~UW,7.301593791892894e-06,1.0,0.0008291873963515755,30.016948827616627
94,TSH~CH,4.380956275135737e-06,1.0,0.000783289817232376,30.015884844158407
95,DCH~CH,4.380956275135737e-06,1.0,0.000783289817232376,30.015884844158407
96,ON~N,4.5269881509735943e-05,1.0,0.0006757345888917952,30.01577818585332
97,OUW~AW,2.920637516757158e-06,1.0,0.0007736943907156673,30.01561991969015
98,AEU~AW,2.920637516757158e-06,1.0,0.0007736943907156673,30.01561991969015
99,EB~B,1.606350634216437e-05,1.0,0.0006737718975866715,30.014278613268843
100,EAR~ER,2.1904781375678684e-05,1.0,0.0006580101772240744,30.014255442613266
101,GU~G,1.0222231308650053e-05,1.0,0.0006754800733378366,30.014020713032192
102,IN~N,3.942860647622163e-05,1.0,0.0005885430290347894,30.013742290904506
103,UW~UW,5.841275033514316e-06,1.0,0.0006633499170812604,30.0135590620933
104,SJ~SH,7.301593791892894e-06,1.0,0.0006594566077552098,30.0135542118447
105,RER~ER,2.0444462617300105e-05,1.0,0.0006141428320758028,30.01330507977238
106,DGE~JH,4.380956275135737e-06,1.0,0.0006389776357827476,30.012998600529414
107,GJ~JH,4.380956275135737e-06,1.0,0.0006389776357827476,30.012998600529414
108,DW~W,5.841275033514316e-06,1.0,0.0006021375884389584,30.012334815520454
109,UAY~EY,8.761912550271474e-06,1.0,0.0005571030640668524,30.01158015690885
110,LD~D,1.8984143858921527e-05,1.0,0.0005280903440711704,30.01151101407437
111,ACH~CH,2.920637516757158e-06,1.0,0.0005221932114882506,30.0105898961056
112,TL~L,2.482541889243584e-05,1.0,0.0004640877944910049,30.01052302683444
113,IH~IH,2.0444462617300105e-05,1.0,0.0004643141416821438,30.010308505964506
114,IEU~UW,4.380956275135737e-06,1.0,0.0004975124378109452,30.010169296569977
115,TG~G,7.301593791892894e-06,1.0,0.00048248576666988323,30.010014795022993
116,DF~F,7.301593791892894e-06,1.0,0.000476462740613684,30.00989433450187
117,IAR~ER,1.4603187583785789e-05,1.0,0.0004386734514827163,30.009503628408844
118,PB~B,1.0222231308650053e-05,1.0,0.0004287639348278819,30.00908639026199
119,LT~#,2.1904781375678684e-05,1.0,0.0003875568416701116,30.008846375902188
120,HL~L,2.0444462617300105e-05,1.0,0.00038218994840435696,30.00866602209895
121,HJ~JH,2.920637516757158e-06,1.0,0.0004259850905218317,30.00866573368627
122,SL~L,1.8984143858921527e-05,1.0,0.00035489066637547434,30.008047020520454
123,EF~F,5.841275033514316e-06,1.0,0.0003811701924909472,30.007915467601496
124,AUW~AW,1.460318758378579e-06,1.0,0.00038684719535783365,30.007809959845076
125,OWE~AW,1.460318758378579e-06,1.0,0.00038684719535783365,30.007809959845076
126,UET~EY,5.841275033514316e-06,1.0,0.0003714020427112349,30.0077201046059
127,FE~#,1.8984143858921527e-05,1.0,0.00033588259611409674,30.00766685911523
128,HER~ER,1.1682550067028631e-05,1.0,0.00035093876118617303,30.007602902727076
129,TP~P,7.301593791892894e-06,1.0,0.0003359537727608681,30.00708415514481
130,ME~#,1.7523825100542948e-05,1.0,0.0003100454733360893,30.007077100721748
131,SW~S,1.606350634216437e-05,1.0,0.00030878059735010106,30.00697878726411
132,TM~M,1.0222231308650053e-05,1.0,0.00031077961285739657,30.006726703822583
133,II~IY,1.1682550067028631e-05,1.0,0.00030509896647725105,30.0066861068329
134,ORR~ER,1.0222231308650053e-05,1.0,0.0003070714160379014,30.006652539886193
135,'HU~W,2.920637516757158e-06,1.0,0.0003010687942194792,30.006167407760227
136,TY~IY,1.0222231308650053e-05,1.0,0.0002669615956675947,30.005850343478787
137,NM~M,8.761912550271474e-06,1.0,0.0002663825253063399,30.00576574613364
138,CQ~K,1.1682550067028631e-05,1.0,0.0002561393398008517,30.00570691429937
139,XC~K,1.1682550067028631e-05,1.0,0.0002561393398008517,30.00570691429937
140,BP~P,5.841275033514316e-06,1.0,0.00026876301820869447,30.00566732411585
141,DP~P,5.841275033514316e-06,1.0,0.00026876301820869447,30.00566732411585
142,AUX~OW,5.841275033514316e-06,1.0,0.0002652519893899204,30.005597103539476
143,CHI~SH,2.920637516757158e-06,1.0,0.0002637826431020839,30.00542168473788
144,DSH~SH,2.920637516757158e-06,1.0,0.0002637826431020839,30.00542168473788
145,TZS~CH,1.460318758378579e-06,1.0,0.0002610966057441253,30.0052949480528
146,CCH~CH,1.460318758378579e-06,1.0,0.0002610966057441253,30.0052949480528
147,S'S~Z,7.301593791892894e-06,1.0,0.00024297793760326563,30.00522463844166
148,'V~V,2.920637516757158e-06,1.0,0.00024946987651241115,30.005135429406085
149,WI~V,2.920637516757158e-06,1.0,0.00024946987651241115,30.005135429406085
150,'T~T,1.1682550067028631e-05,1.0,0.0002224694104560623,30.005033515712473
151,DM~M,7.301593791892894e-06,1.0,0.00022198543775528326,30.004804788444698
152,BER~ER,7.301593791892894e-06,1.0,0.00021933672574135814,30.004751814204422
153,ARR~ER,7.301593791892894e-06,1.0,0.00021933672574135814,30.004751814204422
154,Y'~AY,2.920637516757158e-06,1.0,0.00022289089490694304,30.004603849773975
155,GT~T,1.0222231308650053e-05,1.0,0.0001946607341490545,30.004404326248416
156,DL~L,1.0222231308650053e-05,1.0,0.00019109497420217848,30.00433301104948
157,KJ~JH,1.460318758378579e-06,1.0,0.00021299254526091586,30.004332866843136
158,GGI~JH,1.460318758378579e-06,1.0,0.00021299254526091586,30.004332866843136
159,TJ~JH,1.460318758378579e-06,1.0,0.00021299254526091586,30.004332866843136
160,KK~K,8.761912550271474e-06,1.0,0.00019210450485063874,30.004280185724525
161,AP~P,4.380956275135737e-06,1.0,0.00020157226365652087,30.00425049308689
162,OEW~OW,4.380956275135737e-06,1.0,0.0001989389920424403,30.004197827654608
163,EOW~OW,4.380956275135737e-06,1.0,0.0001989389920424403,30.004197827654608
164,EUX~OW,4.380956275135737e-06,1.0,0.0001989389920424403,30.004197827654608
165,BS~Z,5.841275033514316e-06,1.0,0.0001943823500826125,30.004179710753327
166,UAI~EY,2.920637516757158e-06,1.0,0.00018570102135561745,30.003860052302947
167,URER~ER,5.841275033514316e-06,1.0,0.00017546938059308652,30.003801451363536
168,TERR~ER,5.841275033514316e-06,1.0,0.00017546938059308652,30.003801451363536
169,CT~T,8.761912550271474e-06,1.0,0.0001668520578420467,30.003775136784352
170,PE~#,8.761912550271474e-06,1.0,0.00015502273666804465,30.003538550360872
171,AWE~AA,4.380956275135737e-06,1.0,0.00015907524258974495,30.003400552665553
172,OOH~UW,1.460318758378579e-06,1.0,0.0001658374792703151,30.003389765523323
173,UP~UW,1.460318758378579e-06,1.0,0.0001658374792703151,30.003389765523323
174,OUE~UW,1.460318758378579e-06,1.0,0.0001658374792703151,30.003389765523323
175,U'~UW,1.460318758378579e-06,1.0,0.0001658374792703151,30.003389765523323
176,OOE~UW,1.460318758378579e-06,1.0,0.0001658374792703151,30.003389765523323
177,JU~W,1.460318758378579e-06,1.0,0.0001505343971097396,30.00308370388011
178,AM~M,4.380956275135737e-06,1.0,0.00013319126265316994,30.00288287306682
179,CER~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
180,TAR~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
181,UEROR~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
182,HOR~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
183,EROR~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
184,AIR~ER,4.380956275135737e-06,1.0,0.00013160203544481487,30.002851088522654
185,MP~P,2.920637516757158e-06,1.0,0.00013438150910434723,30.002833662057924
186,NP~P,2.920637516757158e-06,1.0,0.00013438150910434723,30.002833662057924
187,SP~P,2.920637516757158e-06,1.0,0.00013438150910434723,30.002833662057924
188,EP~P,2.920637516757158e-06,1.0,0.00013438150910434723,30.002833662057924
189,EAUL~OW,2.920637516757158e-06,1.0,0.0001326259946949602,30.002798551769736
190,NC~NG,1.460318758378579e-06,1.0,0.0001333155579256099,30.00273932709643
191,SSH~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
192,XI~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
193,PTI~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
194,SSU~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
195,TIO~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
196,ESH~SH,1.460318758378579e-06,1.0,0.00013189132155104195,30.002710842368938
197,ND~D,4.380956275135737e-06,1.0,0.00012186700247796238,30.00265638786332
198,AB~B,2.920637516757158e-06,1.0,0.00012250398137939484,30.002596111503426
199,JV~V,1.460318758378579e-06,1.0,0.00012473493825620557,30.00256771470304
200,SV~V,1.460318758378579e-06,1.0,0.00012473493825620557,30.00256771470304
201,PN~N,7.301593791892894e-06,1.0,0.0001089894498212573,30.00254486868602
202,IJ~IY,4.380956275135737e-06,1.0,0.00011441211242896914,30.002507290062336
203,L'~L,5.841275033514316e-06,1.0,0.00010919712811553056,30.002476006313987
204,AIL~AY,1.460318758378579e-06,1.0,0.00011144544745347152,30.002301924886986
205,XO~AA,2.920637516757158e-06,1.0,0.00010605016172649663,30.002267035110368
206,KH~K,4.380956275135737e-06,1.0,9.605225242531937e-05,30.002140092862263
207,'C~K,4.380956275135737e-06,1.0,9.605225242531937e-05,30.002140092862263
208,N'S~Z,2.920637516757158e-06,1.0,9.719117504130625e-05,30.002089855376664
209,NS~Z,2.920637516757158e-06,1.0,9.719117504130625e-05,30.002089855376664
210,TSE~EH,2.920637516757158e-06,1.0,9.471042288203816e-05,30.00204024033348
211,HEI~EH,2.920637516757158e-06,1.0,9.471042288203816e-05,30.00204024033348
212,HN~N,5.841275033514316e-06,1.0,8.719155985700585e-05,30.002035894948815
213,KG~G,1.460318758378579e-06,1.0,9.649715333397665e-05,30.0020029590046
214,TF~F,1.460318758378579e-06,1.0,9.52925481227368e-05,30.001978866900373
215,AEY~EY,1.460318758378579e-06,1.0,9.285051067780872e-05,30.001930026151474
216,MA~EY,1.460318758378579e-06,1.0,9.285051067780872e-05,30.001930026151474
217,SEI~EY,1.460318758378579e-06,1.0,9.285051067780872e-05,30.001930026151474
218,'ES~EY,1.460318758378579e-06,1.0,9.285051067780872e-05,30.001930026151474
219,OM~M,2.920637516757158e-06,1.0,8.87941751021133e-05,30.001921915377878
220,AUR~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
221,EHR~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
222,OAR~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
223,HAR~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
224,EURER~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
225,'OEU~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
226,UIR~ER,2.920637516757158e-06,1.0,8.773469029654326e-05,30.001900725681768
227,LH~L,4.380956275135737e-06,1.0,8.189784608664792e-05,30.00185700473549
228,GL~L,4.380956275135737e-06,1.0,8.189784608664792e-05,30.00185700473549
229,IEH~IY,2.920637516757158e-06,1.0,7.627474161931276e-05,30.001671526708222
230,DN~N,4.380956275135737e-06,1.0,6.539366989275438e-05,30.001526921211614
231,SN~N,4.380956275135737e-06,1.0,6.539366989275438e-05,30.001526921211614
232,ION~N,4.380956275135737e-06,1.0,6.539366989275438e-05,30.001526921211614
233,TK~K,2.920637516757158e-06,1.0,6.403483495021292e-05,30.00142672857484
234,EC~K,2.920637516757158e-06,1.0,6.403483495021292e-05,30.00142672857484
235,DK~K,2.920637516757158e-06,1.0,6.403483495021292e-05,30.00142672857484
236,OGH~OW,1.460318758378579e-06,1.0,6.63129973474801e-05,30.001399275884868
237,OAO~OW,1.460318758378579e-06,1.0,6.63129973474801e-05,30.001399275884868
238,ZO~OW,1.460318758378579e-06,1.0,6.63129973474801e-05,30.001399275884868
239,OOO~OW,1.460318758378579e-06,1.0,6.63129973474801e-05,30.001399275884868
240,EAUX~OW,1.460318758378579e-06,1.0,6.63129973474801e-05,30.001399275884868
241,DB~B,1.460318758378579e-06,1.0,6.125199068969742e-05,30.00129805575171
242,IB~B,1.460318758378579e-06,1.0,6.125199068969742e-05,30.00129805575171
243,ISS~S,2.920637516757158e-06,1.0,5.614192679092747e-05,30.001268870411653
244,EST~T,2.920637516757158e-06,1.0,5.5617352614015575e-05,30.001258378928117
245,YL~L,2.920637516757158e-06,1.0,5.459856405776528e-05,30.001238003156992
246,ULT~#,2.920637516757158e-06,1.0,5.167424555601488e-05,30.001179516786955
247,AT~AA,1.460318758378579e-06,1.0,5.3025080863248316e-05,30.001133517555182
248,JA~AA,1.460318758378579e-06,1.0,5.3025080863248316e-05,30.001133517555182
249,EAG~AA,1.460318758378579e-06,1.0,5.3025080863248316e-05,30.001133517555182
250,BES~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
251,B'S~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
252,CS~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
253,SES~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
254,G'S~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
255,ES'S~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
256,ES'~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
257,RS~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
258,LS~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
259,Z'S~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
260,A'S~Z,1.460318758378579e-06,1.0,4.8595587520653125e-05,30.00104492768833
261,TN~N,2.920637516757158e-06,1.0,4.3595779928502924e-05,30.001017947474406
262,NO~N,2.920637516757158e-06,1.0,4.3595779928502924e-05,30.001017947474406
263,MBM~M,1.460318758378579e-06,1.0,4.439708755105665e-05,30.00096095768894
264,GM~M,1.460318758378579e-06,1.0,4.439708755105665e-05,30.00096095768894
265,MMM~M,1.460318758378579e-06,1.0,4.439708755105665e-05,30.00096095768894
266,IM~M,1.460318758378579e-06,1.0,4.439708755105665e-05,30.00096095768894
267,IER~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
268,OOR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
269,ERR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
270,UROR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
271,UEIR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
272,ERAR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
273,EIR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
274,UOR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
275,NER~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
276,ORER~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
277,HUR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
278,UHR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
279,ZAR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
280,EROUR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
281,ERUR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
282,DAR~ER,1.460318758378579e-06,1.0,4.386734514827163e-05,30.000950362840882
283,'D~D,1.460318758378579e-06,1.0,4.06223341593208e-05,30.000885462621106
284,AD~D,1.460318758378579e-06,1.0,4.06223341593208e-05,30.000885462621106
285,KI~IY,1.460318758378579e-06,1.0,3.813737080965638e-05,30.00083576335411
286,YI~IY,1.460318758378579e-06,1.0,3.813737080965638e-05,30.00083576335411
287,E'E~IY,1.460318758378579e-06,1.0,3.813737080965638e-05,30.00083576335411
288,ZI~IY,1.460318758378579e-06,1.0,3.813737080965638e-05,30.00083576335411
289,CEE~IY,1.460318758378579e-06,1.0,3.813737080965638e-05,30.00083576335411
290,EZ~IH,1.460318758378579e-06,1.0,3.316529583443884e-05,30.000736321854607
291,ID~IH,1.460318758378579e-06,1.0,3.316529583443884e-05,30.000736321854607
292,IC~K,1.460318758378579e-06,1.0,3.201741747510646e-05,30.00071336428742
293,'Q~K,1.460318758378579e-06,1.0,3.201741747510646e-05,30.00071336428742
294,TR~R,1.460318758378579e-06,1.0,2.9185150595377073e-05,30.000656718949827
295,SSE~S,1.460318758378579e-06,1.0,2.8070963395463733e-05,30.00063443520583
296,THS~S,1.460318758378579e-06,1.0,2.8070963395463733e-05,30.00063443520583
297,TS'~S,1.460318758378579e-06,1.0,2.8070963395463733e-05,30.00063443520583
298,AS~S,1.460318758378579e-06,1.0,2.8070963395463733e-05,30.00063443520583
299,TTET~T,1.460318758378579e-06,1.0,2.7808676307007788e-05,30.000629189464057
300,LLE~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
301,'LL~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
302,'L~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
303,BL~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
304,LO~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
305,ULL~L,1.460318758378579e-06,1.0,2.729928202888264e-05,30.000619001578496
306,DE~#,1.460318758378579e-06,1.0,2.583712277800744e-05,30.000589758393478
307,QUE~#,1.460318758378579e-06,1.0,2.583712277800744e-05,30.000589758393478
308,LES~#,1.460318758378579e-06,1.0,2.583712277800744e-05,30.000589758393478
309,HH~#,1.460318758378579e-06,1.0,2.583712277800744e-05,30.000589758393478
310,H'~#,1.460318758378579e-06,1.0,2.583712277800744e-05,30.000589758393478
311,FN~N,1.460318758378579e-06,1.0,2.1797889964251462e-05,30.000508973737205
312,MN~N,1.460318758378579e-06,1.0,2.1797889964251462e-05,30.000508973737205
313,NNE~N,1.460318758378579e-06,1.0,2.1797889964251462e-05,30.000508973737205
314,NKNO~N,1.460318758378579e-06,1.0,2.1797889964251462e-05,30.000508973737205
315,NT~N,1.460318758378579e-06,1.0,2.1797889964251462e-05,30.000508973737205
316,KA~AH,1.460318758378579e-06,1.0,1.711918375731845e-05,30.000415399613065
317,SIA~AH,1.460318758378579e-06,1.0,1.711918375731845e-05,30.000415399613065
318,HEL~AH,1.460318758378579e-06,1.0,1.711918375731845e-05,30.000415399613065
319,ENE~AH,1.460318758378579e-06,1.0,1.711918375731845e-05,30.000415399613065
320,AR~ER,0.0018180968541813307,0.955487336914812,0.054614844709598175,29.84782184434539
321,AUG~AO,0.0001036826318448791,0.9861111111111112,0.008015353352901333,29.748824531983608
322,AY~EY,0.0015654617089818365,0.9225473321858864,0.09953574744661095,29.7454079999579
323,AW~AO,0.0006089529222438674,0.9564220183486238,0.04707608941070219,29.664629984784952
324,IR~ER,0.0008513658361347115,0.96843853820598,0.02557466222144236,29.607217682414984
325,A~AE,0.023700973448484337,0.2967364475729043,0.9742481541509094,29.57210518262953
326,SCH~SH,7.009530040217179e-05,0.9795918367346939,0.006330783434450013,29.517875535749923
327,S'~Z,0.0003592384145611304,0.9723320158102767,0.011954514530080668,29.427012685637973
328,E~EH,0.027246627393827525,0.34514141956011024,0.8835535350665341,29.387644657825366
329,IO~AH,0.0005081909279157455,0.9720670391061452,0.005957475947546821,29.30657023853108
330,SZ~SH,0.00015041283211299363,0.9626168224299065,0.01358480611975732,29.15772143689799
331,AJ~AY,4.380956275135737e-05,0.967741935483871,0.003343363423604146,29.101315811125783
332,ZZ~Z,8.469848798595757e-05,0.9666666666666667,0.0028185440761978814,29.060605805923256
