medios,meDjos
juego,xweGo
ejército,exersito
tema,tema
dirección,direksjon
cabo,kaBo
objetivo,oBxetiBo
octubre,oktuBre
época,epoka
fuerzas,fwersas
nuevos,nweBos
abril,aBril
primeros,primeros
argentina,arxentina
edad,eDaD
media,meDja
van,ban
opinión,opinjon
palabra,palaBra
necesario,nesesarjo
posición,posisjon
éxito,eGsito
energía,enerxia
joven,xoBen
cultura,kultura
servicio,serBisjo
estamos,estamos
interés,interes
necesidad,nesesiDaD
banda,banda
febrero,feBrero
reino,Reino
estoy,estoi
semana,semana
llegó,LeGo
resultado,ResultaDo
nuevas,nweBas
conjunto,koNxunto
militar,militar
buen,bwen
estaban,estaBan
pronto,pronto
podemos,poDemos
causa,kausa
efecto,efekto
república,RepuBlika
casos,kasos
dinero,dinero
atención,atensjon
euros,euros
decisión,desisjon
nía,nia
anterior,anterjor
sería,seria
noviembre,noBjemBre
ciento,sjento
quiere,kjere
buenos,bwenos
hijos,ixos
llamado,LamaDo
justicia,xustisja
medida,meDiDa
antonio,antonjo
grande,grande
seis,seis
defensa,defensa
agosto,aGosto
libre,liBre
saber,saBer
ésta,esta
deber,deBer
duda,duDa
ora,ora
lucha,luCa
línea,linea
película,pelikula
popular,popular
aquellos,akeLos
claro,klaro
visto,bisto
debemos,deBemos
civil,siBil
club,kluB
empresa,empresa
cío,sio
arte,arte
estudio,estuDjo
políticas,politikas
and,and
conocido,konosiDo
artículo,artikulo
fuerte,fwerte
partidos,partiDos
educación,eDukasjon
municipio,munisipjo
fondo,fondo
esas,esas
quienes,kjenes
hubiera,uBjera
calidad,kaliDaD
pedro,peDro
marco,marko
carrera,kaRera
salud,saluD
puerta,pwerta
presencia,presensja
fuentes,fwentes
tratado,trataDo
pública,puBlika
plan,plan
in,in
ex,es
espacio,espasjo
chile,Cile
materia,materja
francés,franses
hablar,aBlar
seguir,seGir
sabe,saBe
menor,menor
isla,izla
resto,Resto
carácter,karakter
oficial,ofisjal
policía,polisia
quién,kjen
iba,iBa
sociales,sosjales
tenido,teniDo
creación,kreasjon
francisco,fransisko
existen,eGsisten
tengo,teNgo
tío,tio
cuya,kuHa
asuntos,asuntos
sigue,siGe
oro,oro
estudios,estuDjos
capacidad,kapasiDaD
título,titulo
actividad,aktiBiDaD
presente,presente
ir,ir
premio,premjo
metros,metros
natural,natural
corazón,korason
alemania,alemanja
cuyo,kuHo
superior,superjor
miembro,mjemBro
sol,sol
económica,ekonomika
jefe,xefe
única,unika
calle,kaLe
pueda,pweDa
próximo,proGsimo
bastante,bastante
tribunal,triBunal
productos,proDuktos
cargo,karGo
fútbol,fuDBol
término,termino
mes,mes
crisis,krisis
mas,mas
recursos,Rekursos
escuela,eskwela
mío,mio
objeto,oBxeto
respuesta,Respwesta
demasiado,demasjaDo
manuel,manwel
comercio,komersjo
políticos,politikos
europeos,europeos
contrario,kontrarjo
congreso,koNgreso
tampoco,tampoko
amigo,amiGo
alta,alta
pasar,pasar
ambiente,amBjente
armas,armas
comenzó,komenso
formación,formasjon
imagen,imaxen
temporada,temporaDa
modelo,moDelo
costa,kosta
difícil,difisil
texto,testo
evitar,eBitar
personal,personal
diez,djes
tales,tales
cámara,kamara
tomar,tomar
américa,amerika
nuestras,nwestras
soy,soi
aire,aire
obstante,oBstante
hacía,asia
ámbito,amBito
versión,bersjon
encontrar,eNkontrar
escrito,eskrito
mismos,mizmos
ve,be
italia,italja
cine,sine
queda,keDa
álbum,alBum
estilo,estilo
compañía,kompaJia
parís,paris
alma,alma
cantidad,kantiDaD
industria,industrja
batalla,bataLa
vía,bia
siete,sjete
alrededor,alReDeDor
autor,autor
volvió,bolBjo
clase,klase
blanco,blaNko
suelo,swelo
empleo,empleo
jóvenes,xoBenes
domingo,domiNgo
elementos,elementos
formas,formas
plaza,plasa
asunto,asunto
fecha,feCa
color,kolor
haciendo,asjendo
hacen,asen
finales,finales
disco,disko
habría,aBria
voluntad,boluntaD
comisario,komisarjo
hija,ixa
espíritu,espiritu
red,ReD
poner,poner
dejar,dexar
acciones,aksjones
cara,kara
mía,mia
aun,aun
pudo,puDo
acerca,aserka
directiva,direktiBa
prensa,prensa
división,diBisjon
sean,sean
reforma,Reforma
miguel,miGel
sistemas,sistemas
aires,aires
permite,permite
quisiera,kisjera
allá,aLa
volver,bolBer
carta,karta
llevar,LeBar
llamada,LamaDa
lleva,LeBa
acceso,akseso
crear,krear
realizar,Realisar
ciudades,sjuDaDes
temas,temas
deseo,deseo
york,Hork
lengua,leNgwa
zonas,sonas
pasó,paso
significa,siGnifika
fuego,fweGo
lista,lista
pocos,pokos
período,perioDo
pregunta,preGunta
banco,baNko
amigos,amiGos
realmente,Realmente
animales,animales
hermano,ermano
liga,liGa
copa,kopa
diputados,diputaDos
antiguo,antigwo
puedo,pweDo
económico,ekonomiko
españoles,espaJoles
especie,espesje
dólares,dolares
izquierda,iskjerDa
bueno,bweno
cía,sia
santiago,santjaGo
fernando,fernando
vio,bjo
apenas,apenas
teatro,teatro
niños,niJos
hechos,eCos
dejó,dexo
china,Cina
función,funsjon
puerto,pwerto
local,lokal
reunión,Reunjon
estuvo,estuBo
dicha,diCa
victoria,biktorja
quedó,keDo
normas,normas
mayores,maHores
área,area
objetivos,oBxetiBos
práctica,praktika
hubo,uBo
mantener,mantener
cuarto,kwarto
motivo,motiBo
fuente,fwente
muestra,mwestra
considera,konsiDera
lío,lio
tercer,terser
libros,liBros
aparece,aparese
unido,uniDo
oeste,oeste
conseguir,konseGir
tercera,tersera
resulta,Resulta
minutos,minutos
ten,ten
naciones,nasjones
tiempos,tjempos
marcha,marCa
mitad,mitaD
entrada,entraDa
prueba,prweBa
programas,proGramas
pueblos,pweBlos
salir,salir
asimismo,asimizmo
sala,sala
ocasiones,okasjones
pie,pje
parecía,paresia
tenían,tenian
alemán,aleman
trabajar,traBaxar
régimen,Reximen
juicio,xwisjo
ideas,iDeas
valores,balores
gestión,xestjon
lejos,lexos
do,do
baja,baxa
figura,fiGura
mejores,mexores
original,orixinal
vuelta,bwelta
ciencia,sjensja
solamente,solamente
sía,sia
aspecto,aspekto
cruz,krus
exterior,esterjor
negro,neGro
canción,kansjon
oís,ois
antigua,antigwa
aspectos,aspektos
viaje,bjaxe
plazo,plaso
sangre,saNgre
vea,bea
ponente,ponente
localidad,lokaliDaD
acto,akto
conocer,konoser
humano,umano
radio,RaDjo
género,xenero
supuesto,supwesto
cielo,sjelo
pasa,pasa
campaña,kampaJa
roma,Roma
efectos,efektos
adelante,aDelante
valencia,balensja
regiones,Rexjones
londres,londres
llegado,LeGaDo
viejo,bjexo
unidad,uniDaD
león,leon
líder,liDer
intereses,intereses
solución,solusjon
garcía,garsia
análisis,analisis
diversos,diBersos
pensar,pensar
vivir,biBir
palacio,palasjo
pequeño,pekeJo
refiere,Refjere
ocho,oCo
john,xon
mesa,mesa
niño,niJo
padres,paDres
juegos,xweGos
edición,eDisjon
encuentro,eNkwentro
primeras,primeras
fondos,fondos
diario,djarjo
encima,ensima
ocasión,okasjon
siquiera,sikjera
quizá,kisa
violencia,bjolensja
decía,desia
ambas,amBas
quería,keria
llega,LeGa
canal,kanal
sola,sola
rusia,Rusja
presenta,presenta
entrar,entrar
viene,bjene
trabajos,traBaxos
vamos,bamos
instituto,instituto
perú,peru
muerto,mwerto
puso,puso
empezó,empeso
jugador,xuGaDor
dónde,donde
sede,seDe
militares,militares
sitio,sitjo
humana,umana
precio,presjo
lugares,luGares
honor,onor
colombia,kolomBja
canciones,kansjones
peque,peke
jesús,xesus
personaje,personaxe
concepto,konsepto
cultural,kultural
selección,seleksjon
términos,terminos
especies,espesjes
material,materjal
novela,noBela
seguro,seGuro
asamblea,asamBlea
ó,o
periodo,perjoDo
toma,toma
teoría,teoria
conocida,konosiDa
expresión,espresjon
aguas,agwas
cambios,kamBjos
leyes,leHes
imperio,imperjo
santo,santo
to,to
corte,korte
fe,fe
tendrá,tendra
debía,deBia
grado,graDo
señora,seJora
míe,mie
diversas,diBersas
museo,museo
pobre,poBre
cierta,sjerta
reina,Reina
valle,baLe
mucha,muCa
altura,altura
tú,tu
derecha,dereCa
capaz,kapas
podido,poDiDo
tipos,tipos
llama,Lama
vino,bino
distrito,distrito
máximo,maGsimo
aumento,aumento
voy,boi
revista,ReBista
proyectos,proHektos
alcanzar,alkansar
memoria,memorja
propios,propjos
edificio,eDifisjo
razones,Rasones
peligro,peliGro
suerte,swerte
riesgo,RjesGo
distintos,distintos
internet,interneD
incluye,iNkluHe
villa,biLa
nació,nasjo
esposa,esposa
escritor,eskritor
enmiendas,emmjendas
pequeña,pekeJa
habla,aBla
silencio,silensjo
príncipe,prinsipe
menudo,menuDo
propiedad,propjeDaD
produce,proDuse
ataque,atake
momentos,momentos
miedo,mjeDo
vasco,basko
espera,espera
psoe,psoe
ahí,ai
ejercicio,exersisjo
puedan,pweDan
generales,xenerales
parque,parke
tropas,tropas
confianza,komfjansa
brasil,brasil
murió,murjo
municipal,munisipal
israel,izRael
operación,operasjon
etapa,etapa
cree,kree
equipos,ekipos
conoce,konose
oposición,oposisjon
estación,estasjon
recibió,ResiBjo
habrá,aBra
larga,larGa
tierras,tjeRas
alguien,alGjen
locales,lokales
plata,plata
jugadores,xuGaDores
sentencia,sentensja
diálogo,djaloGo
boca,boka
obtener,oBtener
sevilla,seBiLa
vi,bi
casas,kasas
semanas,semanas
terreno,teReno
convirtió,kombirtjo
musical,musikal
mil,mil
esfuerzo,esfwerso
islas,izlas
llevó,LeBo
respeto,Respeto
fiscal,fiskal
clara,klara
contenido,konteniDo
flores,flores
realizado,RealisaDo
fase,fase
lograr,loGrar
recurso,Rekurso
verano,berano
producto,proDukto
comercial,komersjal
distintas,distintas
comité,komite
preguntó,preGunto
castillo,kastiLo
peso,peso
distancia,distansja
líneas,lineas
soldados,soldaDos
caballo,kaBaLo
esfuerzos,esfwersos
pablo,paBlo
viernes,bjernes
juez,xwes
conflicto,komflikto
fácil,fasil
blanca,blaNka
mejorar,mexorar
gonzález,gonsales
francesa,fransesa
david,daBiD
barrio,baRjo
véase,bease
hacerlo,aserlo
condición,kondisjon
técnica,teGnika
ah,a
víctimas,biktimas
ene,ene
electoral,elektoral
ustedes,usteDes
serán,seran
nacido,nasiDo
posee,posee
deja,dexa
dan,dan
aseguró,aseGuro
espero,espero
verde,berDe
federal,feDeral
lunes,lunes
salida,saliDa
torno,torno
jamás,xamas
éstos,estos
profesor,profesor
sabía,saBia
maestro,maestro
piedra,pjeDra
autoridad,autoriDaD
filosofía,filosofia
doble,doBle
buscar,buskar
década,dekaDa
conde,konde
queremos,keremos
carne,karne
perdido,perDiDo
pese,pese
mismas,mizmas
sé,se
misión,misjon
martín,martin
curso,kurso
campos,kampos
visita,bisita
actor,aktor
hicieron,isjeron
destino,destino
británico,britaniko
podrá,poDra
fundación,fundasjon
supone,supone
afirmó,afirmo
detrás,detras
evolución,eBolusjon
página,paxina
tenga,teNga
lópez,lopes
esperanza,esperansa
intención,intensjon
centros,sentros
par,par
rodríguez,RoDriGes
plantas,plantas
capitán,kapitan
decidió,desiDjo
dando,dando
votación,botasjon
velocidad,belosiDaD
pruebas,prweBas
italiano,italjano
imposible,imposiBle
enrique,enRike
cataluña,kataluJa
médico,meDiko
oír,oir
planta,planta
busca,buska
jornada,xornaDa
pena,pena
golpe,golpe
acuerdos,akwerDos
venezuela,beneswela
crítica,kritika
enorme,enorme
delante,delante
grave,graBe
aquellas,akeLas
consiste,konsiste
justo,xusto
públicos,puBlikos
similar,similar
suele,swele
tamaño,tamaJo
completo,kompleto
precios,presjos
familias,familjas
japón,xapon
ministros,ministros
simple,simple
sectores,sektores
candidato,kandiDato
autores,autores
utilizar,utilisar
gobiernos,goBjernos
numerosos,numerosos
fiesta,fjesta
funciones,funsjones
teniendo,tenjendo
presentar,presentar
argentino,arxentino
llegada,LeGaDa
presión,presjon
contar,kontar
nación,nasjon
actitud,aktituD
preciso,presiso
escala,eskala
somos,somos
capítulo,kapitulo
método,metoDo
hermanos,ermanos
ciencias,sjensjas
salió,saljo
necesita,nesesita
cumplir,kumplir
pies,pjes
poeta,poeta
enmienda,emmjenda
alguno,alGuno
ejecutivo,exekutiBo
votos,botos
unidas,uniDas
verdadero,berDaDero
contiene,kontjene
ganar,ganar
oficiales,ofisjales
comienza,komjensa
mente,mente
señaló,seJalo
sueño,sweJo
sábado,saBaDo
religión,Relixjon
tratar,tratar
vecinos,besinos
últimas,ultimas
actos,aktos
jueves,xweBes
atrás,atras
visión,bisjon
rock,Rokk
judicial,xuDisjal
oh,o
eta,eta
castilla,kastiLa
recibir,ResiBir
escena,essena
poca,poka
vive,biBe
muertos,mwertos
venta,benta
cumbre,kumBre
lenguaje,leNgwaxe
reyes,ReHes
técnico,teGniko
perro,peRo
seres,seres
públicas,puBlikas
vuelve,bwelBe
consumo,konsumo
jorge,xorxe
cabe,kaBe
siglos,siGlos
ofrece,ofrese
naturales,naturales
niveles,niBeles
formar,formar
explicó,espliko
ayudar,aHuDar
contacto,kontakto
europeas,europeas
regional,Rexjonal
declaró,deklaro
objetos,oBxetos
diseño,diseJo
tarea,tarea
arriba,aRiBa
pocas,pokas
tradición,traDisjon
situado,sitwaDo
hospital,ospital
ven,ben
cadena,kaDena
cantante,kantante
ti,ti
rojo,Roxo
demanda,demanda
moral,moral
esperar,esperar
antiguos,antigwos
dejado,dexaDo
código,koDiGo
mirada,miraDa
junta,xunta
abierto,aBjerto
miles,miles
entender,entender
elegido,elexiDo
nombres,nomBres
logró,loGro
guardia,gwarDja
histórico,istoriko
documento,dokumento
puestos,pwestos
dolor,dolor
comer,komer
portavoz,portaBos
cambiar,kamBjar
podrían,poDrian
luna,luna
diferente,diferente
películas,pelikulas
buenas,bwenas
emperador,emperaDor
contexto,kontesto
portugal,portuGal
oriental,orjental
amos,amos
sección,seksjon
doctor,doktor
animal,animal
ganó,gano
recibido,ResiBiDo
pone,pone
calles,kaLes
viento,bjento
nueve,nweBe
voto,boto
papa,papa
motivos,motiBos
labor,laBor
sierra,sjeRa
virgen,birxen
caballero,kaBaLero
festival,festiBal
quiso,kiso
pesetas,pesetas
gustar,Gustar
restos,Restos
pequeños,pekeJos
daba,daBa
tomó,tomo
planeta,planeta
vivo,biBo
produjo,proDuxo
permitir,permitir
martes,martes
mando,mando
preguntas,preGuntas
presentó,presento
imágenes,imaxenes
física,fisika
creado,kreaDo
felipe,felipe
elemento,elemento
estadio,estaDjo
peor,peor
fines,fines
perder,perDer
rostro,Rostro
propias,propjas
carretera,kaRetera
respondió,Respondjo
tuvieron,tuBjeron
azul,asul
fiestas,fjestas
clave,klaBe
comunes,komunes
colegio,kolexjo
añadió,aJaDjo
mantiene,mantjene
fuese,fwese
pleno,pleno
numerosas,numerosas
podían,poDian
situada,sitwaDa
has,as
cíe,sie
clases,klases
fernández,fernandes
new,ne
rico,Riko
sonido,soniDo
propósito,proposito
realizó,Realiso
jugar,xuGar
audiencia,auDjensja
mala,mala
necesaria,nesesarja
pedir,peDir
parecer,pareser
nota,nota
tus,tus
categoría,kateGoria
juntos,xuntos
dicen,disen
artículos,artikulos
pacto,pakto
abajo,aBaxo
humanidad,umaniDaD
menores,menores
reducir,ReDusir
pidió,piDjo
artes,artes
alianza,aljansa
marca,marka
carga,karGa
elección,eleksjon
anunció,anunsjo
puente,pwente
cuba,kuBa
javier,xaBjer
verdadera,berDaDera
pobres,poBres
pasos,pasos
intento,intento
premios,premjos
global,gloBal
alcalde,alkalde
combate,komBate
contestó,kontesto
entró,entro
debajo,deBaxo
discurso,diskurso
gusto,Gusto
oriente,orjente
universal,uniBersal
encontró,eNkontro
di,di
obtuvo,oBtuBo
artistas,artistas
torre,toRe
aceptar,aseptar
producido,proDusiDo
pudiera,puDjera
clima,klima
india,indja
sabemos,saBemos
miércoles,mjerkoles
técnicas,teGnikas
excelente,esselente
error,eRor
procesos,prosesos
extensión,estensjon
ciertos,sjertos
frontera,frontera
actuales,aktwales
noticias,notisjas
realiza,Realisa
títulos,titulos
tráfico,trafiko
actuación,aktwasjon
secreto,sekreto
afirma,afirma
actriz,aktris
igualdad,igwaldaD
ciertas,sjertas
marido,mariDo
siguen,siGen
hayan,aHan
pérez,peres
tantos,tantos
torneo,torneo
corriente,koRjente
diego,djeGo
madera,maDera
poesía,poesia
doña,doJa
límites,limites
letras,letras
turquía,turkia
usa,usa
ninguno,niNGuno
próxima,proGsima
utiliza,utilisa
breve,breBe
llevado,LeBaDo
fuertes,fwertes
hermana,ermana
quizás,kisas
rosa,Rosa
biografía,bjoGrafia
reducción,ReDuksjon
recuerdo,RekwerDo
mensaje,mensaxe
llegaron,LeGaron
construir,konstrwir
duque,duke
pse,pse
haga,aGa
ríos,Rios
escribió,eskriBjo
turismo,turizmo
euro,euro
ido,iDo
ángel,aNxel
quieren,kjeren
aznar,asnar
lectura,lektura
ocurre,okuRe
plano,plano
diciendo,disjendo
bienes,bjenes
mercados,merkaDos
extremo,estremo
estatuto,estatuto
enemigo,enemiGo
pesca,peska
academia,akaDemja
nombrado,nomBraDo
posibles,posiBles
recibe,ResiBe
recordar,RekorDar
rafael,Rafael
zorro,soRo
cristo,kristo
evidente,eBiDente
alberto,alBerto
ana,ana
puertas,pwertas
pide,piDe
planes,planes
ganado,ganaDo
unidades,uniDaDes
siguió,siGjo
querido,keriDo
sesión,sesjon
aumentar,aumentar
forman,forman
digo,diGo
llevaba,LeBaBa
martínez,martines
esté,este
reales,Reales
acaba,akaBa
brazos,brasos
alfonso,alfonso
caer,kaer
artista,artista
esencial,esensjal
alí,ali
tanta,tanta
actuar,aktwar
consiguió,konsiGjo
hacerse,aserse
máxima,maGsima
agentes,axentes
llamar,Lamar
agencia,axensja
normal,normal
inicio,inisjo
monte,monte
inferior,imferjor
cuidado,kwiDaDo
morir,morir
escribir,eskriBir
negra,neGra
cuentas,kwentas
universo,uniBerso
aquello,akeLo
apoyar,apoHar
veinte,beinte
longitud,loNxituD
dejando,dexando
formado,formaDo
dirigida,dirixiDa
campeón,kampeon
amenaza,amenasa
pretende,pretende
coche,koCe
diputado,diputaDo
dije,dixe
casañ,kasaJ
resolver,ResolBer
eduardo,eDwarDo
estrella,estreLa
previsto,preBisto
límite,limite
constante,konstante
enseñanza,enseJansa
inversión,imbersjon
alimentos,alimentos
bolsa,bolsa
editorial,eDitorjal
pagar,paGar
hubiese,uBjese
reformas,Reformas
completa,kompleta
triunfo,trjumfo
juventud,xuBentuD
templo,templo
publicado,puBlikaDo
pobreza,poBresa
reglas,ReGlas
legal,leGal
semejante,semexante
fronteras,fronteras
éstas,estas
ejecución,exekusjon
comienzo,komjenso
convierte,kombjerte
ruta,Ruta
pequeñas,pekeJas
cuyos,kuHos
dominio,dominjo
pasada,pasaDa
contrato,kontrato
amplio,ampljo
colegas,koleGas
george,xeorxe
colores,kolores
católica,katolika
guitarra,GitaRa
et,eD
establece,estaBlese
producir,proDusir
cuerpos,kwerpos
utilizado,utilisaDo
doce,dose
rato,Rato
lisboa,lizBoa
marí,mari
ocupa,okupa
graves,graBes
dieron,djeron
prisión,prisjon
propone,propone
aparición,aparisjon
poderes,poDeres
ausencia,ausensja
lenguas,leNgwas
causas,kausas
it,iD
supremo,supremo
suma,suma
abierta,aBjerta
jardín,xarDin
corto,korto
amplia,amplja
apertura,apertura
sirve,sirBe
rica,Rika
córdoba,korDoBa
pérdida,perDiDa
árboles,arBoles
tono,tono
zaragoza,saraGosa
próximos,proGsimos
virtud,birtuD
instante,instante
usar,usar
informes,imformes
cartas,kartas
destaca,destaka
criterios,kriterjos
estrellas,estreLas
volumen,bolumen
mínimo,minimo
sale,sale
civiles,siBiles
identidad,iDentiDaD
corona,korona
suelen,swelen
altos,altos
enemigos,enemiGos
impuestos,impwestos
populares,populares
páginas,paxinas
notas,notas
viven,biBen
iban,iBan
gas,gas
bruselas,bruselas
aplicar,aplikar
oficina,ofisina
caja,kaxa
irlanda,irlanda
on,on
alcance,alkanse
tomado,tomaDo
masa,masa
vos,bos
directo,direkto
vieja,bjexa
proteger,protexer
explica,esplika
fenómeno,fenomeno
indica,indika
adoptar,aDoptar
entorno,entorno
informó,imformo
hojas,oxas
dispuesto,dispwesto
publicó,puBliko
austria,austrja
alejandro,alexandro
franceses,franseses
alemana,alemana
absoluto,aBsoluto
goles,goles
bajos,baxos
relativa,RelatiBa
belleza,beLesa
mediados,meDjaDos
hablando,aBlando
participó,partisipo
continuar,kontinwar
bosque,boske
pan,pan
santos,santos
aparte,aparte
periódico,perjoDiko
destacar,destakar
anual,anwal
críticas,kritikas
vuestra,bwestra
comida,komiDa
mexicano,meGsikano
llamó,Lamo
vicente,bisente
quedado,keDaDo
latina,latina
catalán,katalan
intentar,intentar
físico,fisiko
aparecen,aparesen
salvador,salBaDor
edificios,eDifisjos
reciente,Resjente
métodos,metoDos
inicial,inisjal
petición,petisjon
deberían,deBerian
vuelo,bwelo
ataques,atakes
posterior,posterjor
reconocer,Rekonoser
impacto,impakto
tercero,tersero
pertenece,pertenese
hará,ara
directa,direkta
nuclear,nuklear
famoso,famoso
apareció,aparesjo
margen,marxen
robert,RoBerD
motor,motor
andalucía,andalusia
asesinato,asesinato
romano,Romano
textos,testos
piezas,pjesas
lima,lima
